"rgb","modlu_id","modlu_name","modlu_default_map_class","modlu_barony","modlu_county","orijinal_id","orijinal_name","orijinal_default_map_class","orijinal_barony","orijinal_county","same_id","same_name","semantic_same_province_suggest","semantic_classification","final_action_suggest","rationale","auto_keep_rgb_source","auto_recolor_source","auto_requires_new_rgb","auto_final_action","auto_decision_confidence","auto_decision_notes","manual_semantic_same_province","manual_final_action","manual_notes"
"52,15,8","10016","Xuemei Lake","river_provinces","","","9977","Goryeo_Gyeongsang_Jaesan","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"52,198,3","10006","Wulanwula Lake","river_provinces","","","9970","Goryeo_Gyeongsang_Janggi","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"52,30,138","10021","Chem Co","river_provinces","","","9980","Goryeo_Gyeongsang_Hadong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"52,45,13","10026","Luotuo Co","river_provinces","","","9983","Goryeo_Gyeongsang_Boryeong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"52,75,18","10036","Lake Ã‡Ä±ldÄ±r","river_provinces","","","9989","Goryeo_Gyeongsang_Gyeongsanbu","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"52,90,148","10041","Lake Akrotori","river_provinces","","","9993","Goryeo_Gyeongsang_Yeongju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,0,70","9940","Khar-Us Nuur","river_provinces","","","9931","Goryeo_Yanggwan_Yeongwol","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,105,215","9975","Cona","river_provinces","","","9949","Goryeo_Jeolla_Hampyeong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,111,145","9835","Mangup","none","b_mangup","c_kerch","9783","Lingnan_Nanning_Fu_Shangsi","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,135,220","9985","Norma Co","river_provinces","","","9958","Goryeo_Jeolla_Jillye","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,138,185","9915","Haghpat","none","b_haghbat","c_dzoraget","9909","Goryeo_Seohae_Suan","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,15,200","9945","Gegeen Nuur","river_provinces","","","9928","Goryeo_Yanggwan_Yanggeun","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,150,95","9990","Mucuobingni","river_provinces","","","9960","Goryeo_Jeolla_Jinan","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,153,60","9920","Shirakavan","none","b_erazgewors","c_ani","9915","Goryeo_Seohae_Dongju","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,165,225","9995","Taro Tso","river_provinces","","","9963","Goryeo_Jeolla_Seungpyeong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,168,190","9925","Varzahan","none","b_varzahan","c_sper","9918","Goryeo_Seohae_Cheongsong","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,24,195","9735","PaternoSicily","none","b_paternosicily","c_messina","9851","Taiwan_Taipei","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,3,35","9870","Belfort","none","b_belfort","c_tyrus","9873","Goryeo_Gyoju_Gyoju","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,30,75","9950","Uvs Nuur","river_provinces","","","9936","Goryeo_Yanggwan_Cheongju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,60,80","9960","Suqian Lake","river_provinces","","","9942","Goryeo_Yanggwan_Buseong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"9,63,45","9890","Akhalkalaki","none","b_akhalkalaki","c_javakheti","9887","Goryeo_Bukgye_Jangjeong","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"9,9,65","9730","Nerola","none","b_nerola","c_nerola","9846","Taiwan_Chiayi","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,105,81","9762","Nocera","none","b_nocera","c_amalfi","9781","Lingnan_Nanning_Fu_Nanning","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,111,216","9977","Ringco Kongma","river_provinces","","","9952","Goryeo_Jeolla_Gangseong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,126,91","9982","Gyaring Co","river_provinces","","","9955","Goryeo_Jeolla_Donggang","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,129,56","9912","TatevMon","none","b_tatev","c_suenik","9907","Goryeo_Gaeseong_Chuiljeon","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,144,186","9917","Bjni","none","b_bjni","c_hayk","9912","Goryeo_Seohae_Hwangju","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,156,96","9992","Paiku Co","river_provinces","","","9961","Goryeo_Jeolla_Namwon","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,171,226","9997","Rinchen Shuptso","river_provinces","","","9964","Goryeo_Jeolla_Boseong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,183,186","9717","Martellago","none","b_martellago","c_treviso","9757","Lingnan_Lianzhou_Hepu","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,189,66","9932","Ebi Lake","river_provinces","","","9922","Goryeo_Seohae_Pyeongju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,192,31","9862","Ibelin","none","b_ibelin","c_ascalon","9863","Goryeo_Donggye_Tongcheon","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,204,196","9937","Jili Lake","river_provinces","","","9945","Goryeo_Yanggwan_Ganghwa","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,21,201","9947","Orog Nuur","river_provinces","","","9933","Goryeo_Yanggwan_Chungju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,36,76","9952","Achit Nuur","river_provinces","","","9937","Goryeo_Yanggwan_Gongju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,39,41","9882","Martvili","none","b_martvili","c_odishi","9878","Goryeo_Gyoju_Anhyeop","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,51,206","9957","Siob KÃ¶l","river_provinces","","","9941","Goryeo_Yanggwan_Nampo","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,57,136","9817","Colonsay","none","b_colonsay","c_ile","9838","Lingnan_Guishunzhou_Napo","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,66,81","9962","Gyaring Lake","river_provinces","","","9944","Goryeo_Yanggwan_Yesan","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,81,211","9967","Lake Jingyu","river_provinces","","","9947","Goryeo_Yanggwan_Anseong","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,9,36","9872","Bikfaiya","none","b_beitkfeya","c_beirut","9875","Goryeo_Gyoju_Nangcheon","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"93,96,86","9972","Neri Punco","river_provinces","","","9956","Goryeo_Jeolla_Jindo","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"93,99,51","9902","Kaghankatuyk","none","b_kaghankatuyk","c_albania","9897","Goryeo_Bukgye_Samhwa","none","","","False","False","False","barony_vs_nonbarony","new_rgb_needed","Bir source barony province, digeri landed_titles icinde barony olarak tanimli degil.","modlu","orijinal","True","new_rgb_needed","high","Barony province tarafi modlu; nonbarony/orijinal taraf recolor olmali.","","",""
"94,108,151","10047","Lake Kaunos","river_provinces","","","9868","Goryeo_Donggye_Yeju","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"94,201,131","10007","Mingjing Lake","river_provinces","","","9971","Goryeo_Gyeongsang_Pyeonghae","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"94,63,16","10032","Lake Urmia","river_provinces","","","9985","Goryeo_Gyeongsang_Dian","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
"94,78,146","10037","Lake Yay","river_provinces","","","9990","Goryeo_Gyeongsang_Hapcheon","none","","","False","False","Review","unclassified_review","needs_manual_review","Source default.map ve landed_titles tek basina net karar vermiyor.","","","","needs_manual_review","","","","",""
